month_interview,years_lived_elsewhere,educ_yrs,age,exper,female,rural,earnings_usd,christian_main,christian_evang,muslim,kikuyu,wealth_group
4,4,8,21,7,0,0,120,0,1,0,0,middle
6,33,8,36,22,0,1,120,0,1,0,0,middle
3,0,13,30,11,0,0,120,1,0,0,0,middle
3,0,16,36,14,0,1,120,1,0,0,0,richer
3,0,14,32,12,0,0,120,1,0,0,0,richest
5,0,10,25,9,0,1,120,1,0,0,0,poorest
5,0,8,34,20,0,1,120,1,0,0,0,poorer
2,34,9,44,29,0,0,120,0,1,0,0,middle
6,26,10,27,11,0,0,120,1,0,0,0,richer
4,0,6,22,10,0,0,120,1,0,0,0,richer
4,23,10,27,11,0,0,120,1,0,0,0,richer
5,0,10,23,7,0,1,120,1,0,0,1,poorer
4,0,10,43,27,0,1,120,0,0,1,0,poorest
5,19,8,23,9,0,0,120,0,0,0,0,richer
5,19,10,35,19,0,0,120,0,1,0,0,richest
2,0,8,34,20,0,1,120,1,0,0,0,poorest
4,21,7,23,10,0,1,120,1,0,0,0,poorest
2,0,10,22,6,0,0,120,0,0,1,0,richer
5,0,8,48,34,0,1,120,1,0,0,0,poorer
5,19,10,26,10,0,0,120,0,0,0,0,richer
3,0,6,29,17,0,1,120,0,1,0,0,poorer
5,26,10,26,10,0,1,120,1,0,0,1,richer
2,0,9,26,11,0,1,120,0,0,0,0,richer
6,0,9,28,13,0,0,120,0,0,1,1,richest
3,0,10,32,16,0,1,120,1,0,0,0,richer
2,0,8,23,9,0,0,120,0,0,1,0,poorer
2,0,13,27,8,0,1,120,1,0,0,0,middle
5,0,15,24,3,0,1,120,1,0,0,0,poorer
3,0,6,44,32,0,1,120,0,1,0,1,middle
4,37,8,47,33,0,0,120,0,1,0,0,richest
3,41,8,41,27,0,0,120,1,0,0,0,middle
5,0,14,29,9,0,1,120,1,0,0,0,richest
6,0,8,23,9,0,1,120,0,1,0,0,poorer
3,0,8,18,4,0,1,120,1,0,0,0,middle
4,0,10,21,5,0,0,120,1,0,0,1,richest
4,0,10,25,9,0,1,120,0,0,1,0,poorer
2,20,8,26,12,0,0,120,1,0,0,0,richer
6,31,10,36,20,0,0,120,1,0,0,0,richer
4,0,15,26,5,0,0,120,1,0,0,0,richer
2,35,13,40,21,0,0,120,1,0,0,0,richer
6,29,4,44,34,0,0,120,0,1,0,0,richer
6,22,10,25,9,0,0,120,0,1,0,0,middle
4,21,13,21,2,0,0,120,1,0,0,0,middle
3,0,0,52,46,0,1,120,0,0,1,0,poorest
6,0,8,21,7,0,1,120,1,0,0,0,poorer
5,11,0,36,30,0,0,120,0,0,1,0,poorer
3,47,4,51,41,0,1,120,1,0,0,0,poorest
4,41,10,46,30,0,0,120,0,1,0,0,richer
4,20,9,32,17,0,0,125,0,1,0,0,poorer
7,0,10,43,27,0,0,125,0,1,0,1,richer
4,0,10,19,3,0,0,125,0,0,0,0,richer
6,0,9,30,15,0,1,125,0,0,1,0,poorer
6,16,9,22,7,0,0,125,0,0,1,0,middle
6,0,10,19,3,0,0,125,0,0,0,0,richest
6,0,10,52,36,0,0,126,1,0,0,1,richer
3,0,14,26,6,0,1,127.66,1,0,0,0,poorer
3,0,8,30,16,0,1,128,1,0,0,0,richer
2,0,10,32,16,0,1,130,0,0,1,0,middle
5,20,10,33,17,0,0,130,1,0,0,0,richest
4,24,8,32,18,0,0,130,1,0,0,0,richer
5,23,10,23,7,0,1,130,1,0,0,0,richest
2,0,10,22,6,0,0,130,1,0,0,0,richest
5,0,7,50,37,0,1,130,1,0,0,0,poorer
6,26,9,37,22,0,1,130,0,0,0,0,middle
6,39,9,46,31,0,0,130,1,0,0,1,richer
6,0,8,52,38,0,1,130,0,1,0,0,poorest
4,23,10,27,11,0,0,130,1,0,0,1,richer
4,30,15,30,9,0,0,130,0,0,0,0,richer
2,0,8,24,10,0,1,130,1,0,0,0,poorest
6,27,14,32,12,0,0,130,1,0,0,0,richest
3,23,8,47,33,0,1,130,1,0,0,1,middle
4,26,7,47,34,0,0,130,0,0,0,0,richer
7,19,8,24,10,0,0,130,1,0,0,0,richer
5,0,14,34,14,0,0,130,1,0,0,0,richer
4,30,0,36,30,0,1,130,0,1,0,0,poorest
7,29,10,46,30,0,0,130,0,1,0,0,richest
5,30,15,33,12,0,0,130,1,0,0,0,richer
5,0,7,35,22,0,1,130,0,1,0,0,richer
5,19,10,19,3,0,0,130,0,1,0,1,richer
4,22,9,26,11,0,0,130,1,0,0,0,richer
5,0,8,41,27,0,0,130,0,0,1,0,richer
4,0,8,27,13,0,1,130,1,0,0,0,richer
2,0,8,27,13,0,0,130,1,0,0,0,richer
4,0,9,32,17,0,1,130,0,0,1,0,poorer
6,19,8,35,21,0,0,130,1,0,0,0,richer
3,15,13,22,3,0,0,130,1,0,0,0,poorer
6,0,3,34,25,0,1,130,1,0,0,0,poorer
5,35,6,36,24,0,1,130,0,1,0,0,richer
4,20,10,46,30,0,0,130,0,1,0,0,richer
4,0,10,48,32,0,0,130,1,0,0,1,richer
3,26,10,33,17,0,1,130,1,0,0,0,richer
4,0,13,45,26,0,1,130,1,0,0,0,poorest
4,19,10,22,6,0,0,130,0,1,0,0,richer
5,0,14,24,4,0,1,130,1,0,0,0,richer
2,25,8,26,12,0,1,130,1,0,0,0,middle
3,28,16,28,6,0,0,130,1,0,0,1,richer
2,0,15,38,17,0,0,130,0,1,0,0,richest
4,9,15,31,10,0,0,130,0,1,0,0,richest
6,0,8,37,23,0,1,130,1,0,0,1,richer
6,0,16,36,14,0,1,130,0,1,0,0,richer
3,,15,26,5,0,1,130,0,1,0,0,richer
4,20,10,32,16,0,0,130,0,1,0,0,richer
5,1,10,26,10,0,1,130,1,0,0,0,richest
4,22,9,43,28,0,1,130,0,1,0,0,richest
6,0,8,24,10,0,1,130,0,0,1,0,richer
6,24,3,29,20,0,1,130,0,0,0,0,poorer
6,0,8,54,40,0,1,130,1,0,0,1,richer
3,0,0,39,33,0,1,130,0,0,1,0,poorest
4,27,10,27,11,0,0,130,0,1,0,0,richest
4,23,10,28,12,0,0,132,1,0,0,0,richer
6,0,8,33,19,0,1,133.39999,0,0,1,0,poorer
5,23,8,39,25,0,1,140,1,0,0,1,richest
6,9,16,29,7,0,0,140,1,0,0,0,richer
6,0,10,52,36,0,1,140,0,1,0,0,richer
6,0,0,36,30,0,1,140,0,0,0,0,poorest
3,0,8,51,37,0,1,140,1,0,0,0,middle
3,0,8,28,14,0,1,140,1,0,0,0,middle
4,0,8,35,21,0,0,140,1,0,0,1,richest
6,22,10,24,8,0,0,140,0,0,1,0,richest
2,19,10,20,4,0,1,140,0,1,0,0,richer
3,42,0,42,36,0,0,140,0,1,0,0,richer
5,0,10,21,5,0,0,140,0,1,0,0,richer
5,0,8,50,36,0,1,140,0,0,1,0,poorer
4,27,16,27,5,0,0,140,0,0,0,0,richer
2,24,8,31,17,0,0,140,0,1,0,0,richer
5,34,14,34,14,0,0,140,1,0,0,0,richer
2,18,12,22,4,0,0,140,1,0,0,0,richest
5,0,15,45,24,0,1,140,1,0,0,0,richer
3,0,15,31,10,0,1,140,1,0,0,0,richer
6,0,9,52,37,0,0,140,1,0,0,0,richer
4,0,10,35,19,0,0,140,0,0,1,0,richer
2,0,7,41,28,0,0,140,1,0,0,0,middle
4,20,8,53,39,0,0,140,1,0,0,0,richer
4,0,14,23,3,0,1,140,1,0,0,0,middle
4,0,15,25,4,0,1,140,1,0,0,1,richer
2,0,8,24,10,0,0,140,1,0,0,0,richer
6,15,10,25,9,0,1,140,1,0,0,0,richest
3,28,8,29,15,0,0,140,1,0,0,0,middle
3,24,8,24,10,0,0,140,1,0,0,0,richer
6,0,8,37,23,0,1,140,1,0,0,0,poorer
2,0,8,50,36,0,1,140,1,0,0,0,middle
6,0,9,33,18,0,1,140,1,0,0,0,poorest
4,23,8,31,17,0,0,140,0,1,0,0,middle
4,0,4,34,24,0,1,140,0,0,1,0,richer
2,0,8,52,38,0,1,140,0,1,0,0,middle
4,0,6,21,9,0,1,140,1,0,0,0,poorest
5,27,15,28,7,0,0,140,1,0,0,0,richest
3,22,8,22,8,0,0,140,1,0,0,0,middle
3,0,5,40,29,0,1,140,0,1,0,1,middle
2,0,10,41,25,0,1,140,1,0,0,1,richer
5,0,0,40,34,0,1,140,1,0,0,0,poorest
2,0,13,28,9,0,0,140,1,0,0,0,richest
6,0,15,27,6,0,0,140,0,1,0,0,richest
4,0,16,26,4,0,1,140,1,0,0,0,middle
5,0,8,22,8,0,1,140,1,0,0,0,poorest
7,16,10,46,30,0,1,140,1,0,0,0,poorer
3,21,10,21,5,0,1,140,1,0,0,1,poorer
5,24,15,33,12,0,0,140,1,0,0,0,richer
5,0,8,15,1,0,0,140,0,0,1,0,richest
5,0,8,47,33,0,0,140,1,0,0,0,poorer
6,31,8,31,17,0,1,144,0,0,0,0,richer
6,0,8,53,39,0,1,144,1,0,0,1,richer
5,25,9,28,13,0,0,145,0,0,0,0,richer
6,18,8,36,22,0,0,145,0,0,1,0,richer
2,0,0,38,32,0,1,150,0,0,1,0,poorer
3,25,8,25,11,0,0,150,0,1,0,0,middle
5,12,15,22,1,0,0,150,1,0,0,1,richest
3,0,10,22,6,0,0,150,0,1,0,0,richer
6,28,14,28,8,0,1,150,1,0,0,0,poorest
3,0,8,23,9,0,0,150,1,0,0,1,middle
4,0,10,28,12,0,0,150,0,0,1,0,poorer
3,21,14,23,3,0,0,150,1,0,0,0,richer
6,10,10,50,34,0,0,150,1,0,0,1,middle
5,25,15,39,18,0,0,150,0,1,0,0,richer
4,0,10,28,12,0,0,150,0,1,0,0,middle
5,0,8,20,6,0,0,150,0,0,0,0,richer
5,2,10,50,34,0,1,150,1,0,0,0,middle
6,42,8,42,28,0,0,150,1,0,0,0,richer
7,0,10,26,10,0,1,150,1,0,0,1,richer
2,0,4,37,27,0,0,150,0,0,1,0,middle
4,28,10,38,22,0,0,150,1,0,0,0,richer
3,41,7,51,38,0,1,150,1,0,0,0,richer
6,0,10,20,4,0,1,150,0,0,1,0,richer
6,0,10,40,24,0,1,150,0,1,0,1,richest
3,0,15,33,12,0,0,150,1,0,0,1,richest
6,25,10,26,10,0,1,150,1,0,0,0,middle
5,0,10,40,24,0,0,150,0,0,1,0,richer
6,0,10,29,13,0,1,150,0,1,0,0,richer
5,0,10,41,25,0,0,150,1,0,0,1,richest
3,24,10,29,13,0,0,150,0,1,0,0,richest
3,0,8,25,11,0,1,150,0,0,1,0,poorest
6,30,10,50,34,0,0,150,1,0,0,0,richest
5,27,10,28,12,0,0,150,0,1,0,0,richer
3,0,8,49,35,0,0,150,0,0,1,0,middle
4,0,15,31,10,0,1,150,1,0,0,0,richer
3,0,10,26,10,0,1,150,1,0,0,0,middle
4,29,10,32,16,0,0,150,0,1,0,1,richer
7,0,6,28,16,0,0,150,0,0,0,0,richer
5,0,10,23,7,0,1,150,1,0,0,0,poorest
5,0,7,23,10,0,1,150,0,1,0,0,richer
2,20,10,31,15,0,0,150,0,1,0,0,richest
4,0,8,49,35,0,0,150,0,0,1,0,middle
5,2,16,21,-1,0,0,150,1,0,0,0,richest
3,32,9,39,24,0,0,150,0,1,0,0,middle
5,15,10,45,29,0,0,150,1,0,0,1,richer
3,19,10,22,6,0,0,150,0,0,1,0,richest
3,14,9,36,21,0,1,150,1,0,0,0,poorer
2,0,10,25,9,0,0,150,1,0,0,0,richest
6,29,8,34,20,0,0,150,0,0,1,0,richest
6,0,8,26,12,0,1,150,1,0,0,0,richer
5,0,8,39,25,0,1,150,1,0,0,0,poorer
7,0,10,39,23,0,1,150,1,0,0,0,middle
6,0,8,40,26,0,1,150,1,0,0,0,middle
5,0,8,35,21,0,0,150,0,0,1,0,middle
4,22,7,42,29,0,0,150,1,0,0,0,richer
3,0,16,28,6,0,0,150,1,0,0,0,richest
6,0,10,22,6,0,0,150,1,0,0,0,richer
4,0,8,27,13,0,1,150,1,0,0,0,poorer
3,0,16,42,20,0,1,150,1,0,0,0,richer
3,0,15,25,4,0,1,150,1,0,0,0,richer
3,21,8,32,18,0,0,150,0,0,1,0,poorer
2,23,10,43,27,0,1,150,0,1,0,1,richer
4,0,8,28,14,0,0,150,1,0,0,1,richer
3,6,10,20,4,0,1,150,1,0,0,1,middle
3,22,10,24,8,0,1,150,0,1,0,0,middle
6,20,10,23,7,0,0,150,0,1,0,0,richer
5,0,9,34,19,0,0,150,1,0,0,0,richest
3,0,1,48,41,0,0,150,0,0,1,0,poorest
5,27,15,30,9,0,0,150,0,0,0,0,richer
3,0,7,36,23,0,1,150,0,1,0,0,middle
6,0,15,43,22,0,1,150,1,0,0,0,richest
6,0,8,47,33,0,0,150,1,0,0,1,richer
4,25,14,28,8,0,0,150,0,0,1,0,richer
3,0,10,29,13,0,1,150,1,0,0,0,richer
3,24,15,30,9,0,0,150,1,0,0,0,richest
6,0,8,40,26,0,1,150,1,0,0,1,middle
4,0,10,40,24,0,1,150,1,0,0,0,middle
5,0,7,37,24,0,1,150,0,1,0,0,poorer
5,18,7,28,15,0,0,150,0,1,0,0,middle
4,24,10,43,27,0,1,150,1,0,0,1,richer
6,0,7,45,32,0,1,150,1,0,0,0,poorest
3,0,6,33,21,0,1,150,1,0,0,1,poorer
3,30,10,39,23,0,1,150,1,0,0,0,richer
5,0,15,30,9,0,0,150,1,0,0,0,richest
3,0,7,54,41,0,1,150,1,0,0,0,poorer
5,0,16,28,6,0,0,150,1,0,0,0,richer
4,39,7,42,29,0,0,150,0,0,1,0,poorer
3,0,5,25,14,0,1,150,0,0,0,0,middle
6,0,10,31,15,0,1,150,0,1,0,0,richer
4,0,10,34,18,0,1,150,1,0,0,1,poorer
2,0,16,24,2,0,0,150,1,0,0,0,richest
3,0,15,29,8,0,0,150,1,0,0,1,richest
5,18,8,23,9,0,0,150,0,1,0,0,richer
4,0,8,32,18,0,1,150,0,1,0,0,poorest
6,0,13,23,4,0,1,150,0,0,1,0,poorer
3,10,8,43,29,0,0,150,1,0,0,1,richer
5,0,10,23,7,0,1,150,1,0,0,0,poorer
5,0,0,18,12,0,1,150,0,0,1,0,poorest
5,25,6,35,23,0,0,150,0,0,1,0,poorest
5,0,7,45,32,0,1,150,0,1,0,1,richer
6,0,10,37,21,0,0,150,1,0,0,0,richer
3,19,8,21,7,0,0,150,1,0,0,0,richer
2,8,14,23,3,0,0,150,0,0,1,0,middle
4,34,7,38,25,0,0,150,0,0,1,0,richest
6,14,14,23,3,0,0,150,1,0,0,1,richest
4,0,10,38,22,0,0,150,1,0,0,0,richer
3,0,8,20,6,0,1,150,0,1,0,0,poorer
4,20,7,34,21,0,0,150,1,0,0,0,richest
6,21,4,38,28,0,1,150,0,0,1,0,poorer
4,28,6,28,16,0,0,150,0,0,1,0,poorer
4,0,9,46,31,0,1,150,0,1,0,0,poorest
4,24,15,25,4,0,0,150,1,0,0,1,richer
4,5,10,45,29,0,0,150,1,0,0,1,richest
4,28,8,30,16,0,1,150,1,0,0,0,middle
4,27,8,39,25,0,0,150,0,0,0,0,richer
2,0,10,29,13,0,1,150,0,1,0,1,richer
6,0,6,28,16,0,1,150,0,0,1,0,middle
5,22,10,30,14,0,0,150,1,0,0,0,richest
3,0,10,22,6,0,1,150,1,0,0,0,poorest
6,17,8,32,18,0,0,150,1,0,0,0,richer
3,0,16,27,5,0,0,150,0,0,1,0,richer
3,0,15,24,3,0,0,150,1,0,0,0,richest
2,0,6,34,22,0,0,150,0,0,1,0,poorest
2,0,8,37,23,0,0,150,1,0,0,0,richer
4,0,16,26,4,0,0,150,1,0,0,0,richer
6,23,8,26,12,0,0,150,0,0,0,1,richest
3,16,15,27,6,0,0,150,1,0,0,0,richer
2,0,15,37,16,0,1,150,0,0,1,0,middle
4,0,4,31,21,0,1,150,1,0,0,0,middle
7,22,10,28,12,0,0,150,0,0,0,0,richer
6,0,8,48,34,0,1,150,1,0,0,1,middle
4,0,16,27,5,0,1,150,0,1,0,0,richer
2,0,8,48,34,0,1,150,0,1,0,0,middle
2,0,8,26,12,0,1,150,1,0,0,0,richer
7,0,4,47,37,0,0,150,1,0,0,1,richer
4,20,0,37,31,0,0,150,0,0,1,0,poorest
3,0,6,34,22,0,1,150,1,0,0,0,poorest
4,0,15,40,19,0,0,150,1,0,0,0,richer
5,0,10,19,3,0,1,150,1,0,0,0,middle
6,22,2,42,34,0,0,150,0,0,1,0,richer
3,0,10,34,18,0,1,150,1,0,0,0,poorer
2,0,8,25,11,0,1,150,1,0,0,0,poorer
3,0,4,51,41,0,0,150,0,0,1,0,poorer
5,28,0,48,42,0,0,150,0,0,1,0,poorer
3,7,8,33,19,0,1,150,1,0,0,0,middle
4,0,8,48,34,0,1,150,1,0,0,0,middle
5,0,13,45,26,0,0,150,1,0,0,1,richest
5,27,4,27,17,0,0,150,0,1,0,0,poorest
2,0,6,33,21,0,1,150,0,1,0,0,poorest
6,0,16,27,5,0,0,150,1,0,0,0,richest
4,0,15,41,20,0,1,150,1,0,0,1,richer
4,0,8,38,24,0,1,150,0,0,1,0,middle
4,0,0,26,20,0,0,150,0,0,1,0,poorer
4,29,8,35,21,0,0,150,0,1,0,0,richer
3,27,6,31,19,0,1,150,0,0,1,0,poorest
6,0,15,44,23,0,1,150,0,1,0,0,poorer
2,0,8,40,26,0,1,150,1,0,0,0,richer
4,0,8,32,18,0,1,150,0,0,1,0,poorer
3,30,8,36,22,0,0,150,0,0,0,1,richer
3,21,15,33,12,0,0,150,0,1,0,0,richest
4,19,8,26,12,0,0,150,0,1,0,0,richest
3,0,8,39,25,0,0,150,0,0,1,0,middle
5,24,10,30,14,0,0,150,1,0,0,0,richer
7,0,8,41,27,0,1,150,0,1,0,0,poorer
3,22,0,27,21,0,0,150,0,0,0,0,richest
6,0,6,48,36,0,0,150,0,1,0,0,middle
5,0,10,54,38,0,1,150,1,0,0,0,middle
4,19,9,23,8,0,0,150,1,0,0,0,richest
3,0,16,36,14,0,0,150,0,1,0,0,richest
5,0,10,22,6,0,1,150,1,0,0,0,richer
6,0,10,32,16,0,0,150,0,0,1,0,richest
4,9,14,23,3,0,0,150,1,0,0,1,richest
4,21,16,26,4,0,0,150,1,0,0,0,richer
3,23,14,27,7,0,0,150,0,0,1,0,richer
5,0,10,43,27,0,1,150,1,0,0,0,poorest
4,0,13,28,9,0,1,150,1,0,0,0,richest
5,20,10,24,8,0,0,150,1,0,0,0,richer
6,0,8,44,30,0,1,150,1,0,0,1,richest
3,0,0,30,24,0,1,150,0,0,1,0,poorest
3,0,7,38,25,0,1,150,1,0,0,0,poorest
5,0,6,44,32,0,1,150,1,0,0,0,poorer
4,0,9,28,13,0,1,150,1,0,0,0,middle
4,20,8,29,15,0,0,150,0,1,0,0,richest
3,0,15,32,11,0,0,150,1,0,0,0,richer
6,0,12,26,8,0,1,150,1,0,0,1,poorer
5,1,7,39,26,0,0,150,1,0,0,0,richest
4,0,8,44,30,0,0,150,1,0,0,1,richer
3,0,0,47,41,0,1,150,0,0,1,0,poorest
5,0,5,27,16,0,1,150,0,1,0,0,poorest
2,30,8,42,28,0,0,150,1,0,0,0,richest
7,22,7,47,34,0,0,150,1,0,0,0,richest
5,0,6,48,36,0,1,150,0,0,1,0,poorest
4,0,15,43,22,0,1,150,1,0,0,0,poorer
3,15,8,16,2,0,0,150,1,0,0,0,middle
3,0,10,49,33,0,1,150,1,0,0,0,poorer
2,0,4,32,22,0,1,150,1,0,0,0,poorest
3,30,10,44,28,0,0,150,1,0,0,0,richer
4,37,7,48,35,0,1,150,0,1,0,1,middle
5,0,15,30,9,0,1,150,1,0,0,0,richer
7,0,10,28,12,0,1,150,0,1,0,0,poorer
4,0,8,45,31,0,1,150,1,0,0,0,middle
3,0,8,23,9,0,1,150,0,1,0,0,poorest
7,21,8,29,15,0,1,150,0,0,0,0,middle
3,0,15,24,3,0,1,150,0,1,0,0,poorest
4,0,9,31,16,0,1,150,1,0,0,0,richer
2,0,6,31,19,0,1,150,0,1,0,0,richer
6,12,8,51,37,0,0,150,0,0,0,0,middle
2,0,13,23,4,0,0,150,0,0,0,0,middle
2,29,13,29,10,0,0,150,0,1,0,0,richer
4,0,10,20,4,0,0,150,1,0,0,0,richest
5,0,10,19,3,0,0,150,1,0,0,1,richer
3,0,8,36,22,0,1,150,1,0,0,0,poorest
4,23,6,44,32,0,0,150,0,0,1,0,richer
3,0,8,32,18,0,1,150,1,0,0,0,poorer
3,0,7,34,21,0,1,150,1,0,0,0,poorer
3,0,10,27,11,0,1,150,1,0,0,0,poorer
6,38,8,52,38,0,1,150,1,0,0,0,poorer
5,0,15,34,13,0,0,150,1,0,0,0,richer
3,34,8,37,23,0,0,150,0,0,0,0,richer
6,18,15,29,8,0,1,150,1,0,0,0,middle
3,0,8,35,21,0,1,150,1,0,0,0,middle
2,24,7,31,18,0,1,150,1,0,0,0,richer
5,0,6,26,14,0,1,150,0,1,0,0,poorest
4,23,16,40,18,0,0,150,0,1,0,0,richest
5,29,7,46,33,0,1,150,1,0,0,0,richer
3,0,15,39,18,0,1,150,1,0,0,0,poorer
3,0,8,36,22,0,1,150,0,0,1,0,middle
2,30,9,30,15,0,0,150,1,0,0,0,richer
4,0,7,30,17,0,1,150,1,0,0,0,poorer
3,0,15,33,12,0,1,150,1,0,0,0,middle
5,0,10,23,7,0,0,150,1,0,0,0,richest
6,39,8,54,40,0,0,150,1,0,0,1,richer
3,19,5,29,18,0,0,150,0,0,1,0,richer
4,43,10,45,29,0,0,150,0,0,0,1,richest
5,0,7,34,21,0,1,150,0,1,0,0,poorest
3,0,15,43,22,0,0,150,1,0,0,0,richer
3,39,8,44,30,0,0,150,1,0,0,1,middle
7,0,10,48,32,0,1,150,1,0,0,1,middle
3,24,8,27,13,0,0,150,0,0,1,0,richest
7,0,7,25,12,0,0,150,0,1,0,1,richest
6,26,9,50,35,0,0,150,0,1,0,1,richest
6,0,16,27,5,0,0,150,0,1,0,0,richer
5,21,10,25,9,0,0,150,1,0,0,0,richer
4,0,15,31,10,0,0,150,1,0,0,0,richer
3,0,8,29,15,0,1,150,0,0,1,0,poorer
4,24,10,28,12,0,0,150,1,0,0,0,richer
4,25,15,26,5,0,0,150,0,0,1,0,richest
4,0,15,25,4,0,0,150,0,0,1,0,richest
6,20,10,30,14,0,0,150,0,1,0,0,richer
4,14,10,49,33,0,0,150,1,0,0,0,richer
3,34,10,36,20,0,0,150,0,1,0,0,richer
4,39,8,44,30,0,1,150,0,0,1,0,poorest
4,6,3,19,10,0,1,150,0,0,1,0,poorest
6,0,10,48,32,0,0,150,0,1,0,0,richer
5,0,10,22,6,0,0,150,1,0,0,1,richest
3,0,3,38,29,0,1,150,0,0,0,0,poorer
5,0,14,37,17,0,1,150,0,1,0,0,middle
7,30,8,34,20,0,1,150,0,0,0,1,richer
6,0,8,24,10,0,1,150,0,1,0,0,middle
2,18,8,39,25,0,0,150,0,1,0,0,richest
2,0,14,20,0,0,0,150,1,0,0,0,richer
2,0,8,46,32,0,0,150,0,0,1,0,middle
6,0,10,36,20,0,0,150,1,0,0,1,richer
5,36,8,37,23,0,0,150,1,0,0,0,richer
5,0,0,50,44,0,0,150,0,0,1,0,middle
5,0,15,47,26,0,0,150,1,0,0,0,richest
4,22,12,24,6,0,1,150,1,0,0,0,richest
3,0,6,40,28,0,1,150,0,1,0,0,richer
3,0,8,18,4,0,0,150,0,0,1,0,middle
4,0,13,42,23,0,0,150,1,0,0,0,richest
4,35,8,38,24,0,1,150,1,0,0,1,richer
4,29,16,32,10,0,1,150,0,1,0,0,middle
2,18,7,43,30,0,0,150,0,1,0,0,richest
2,18,8,23,9,0,1,150,1,0,0,0,middle
4,0,8,26,12,0,1,150,0,0,1,0,poorer
5,19,0,34,28,0,0,150,1,0,0,0,middle
4,0,15,42,21,0,0,150,0,1,0,1,richer
4,0,13,27,8,0,0,150,1,0,0,0,richest
3,0,10,50,34,0,1,150,1,0,0,0,middle
7,0,7,34,21,0,1,150,1,0,0,0,poorest
6,12,8,38,24,0,1,150,1,0,0,0,middle
5,32,8,42,28,0,1,150,1,0,0,1,richer
5,0,10,36,20,0,1,150,1,0,0,0,middle
3,0,5,45,34,0,1,150,1,0,0,0,poorer
5,0,4,35,25,0,0,150,0,0,1,0,richer
4,24,10,30,14,0,0,150,1,0,0,0,richest
5,41,8,47,33,0,1,150,0,1,0,1,richer
6,0,8,25,11,0,1,150,0,1,0,0,middle
6,0,8,53,39,0,1,150,1,0,0,0,poorer
4,0,7,25,12,0,1,150,0,0,0,1,middle
4,21,14,24,4,0,1,150,1,0,0,0,poorer
5,18,8,27,13,0,0,150,1,0,0,0,richer
7,0,8,29,15,0,0,150,1,0,0,1,richest
4,1,10,29,13,0,0,150,1,0,0,0,richer
6,0,7,18,5,0,0,150,1,0,0,1,richer
5,0,8,32,18,0,0,150,0,1,0,0,richer
3,51,4,52,42,0,0,150,0,1,0,0,middle
5,0,10,25,9,0,0,150,0,1,0,0,middle
3,28,10,30,14,0,0,150,0,1,0,0,richer
3,26,14,27,7,0,1,150,1,0,0,1,poorest
7,32,10,37,21,0,1,150,1,0,0,0,richer
4,11,8,28,14,0,1,150,1,0,0,0,poorer
3,0,3,34,25,0,1,150,0,0,0,0,middle
2,21,10,31,15,0,0,150,1,0,0,1,richest
6,0,0,42,36,0,0,150,0,0,1,0,poorest
5,0,10,23,7,0,0,150,0,0,1,0,middle
6,18,10,23,7,0,0,150,0,0,1,0,richer
6,24,8,26,12,0,0,150,1,0,0,0,richest
5,0,10,35,19,0,1,150,1,0,0,0,middle
3,0,1,30,23,0,1,150,1,0,0,0,poorest
5,43,10,53,37,0,0,150,1,0,0,0,richest
4,0,8,38,24,0,0,150,1,0,0,0,richer
4,0,8,22,8,0,1,150,0,1,0,0,poorer
4,22,8,24,10,0,0,150,1,0,0,0,middle
3,0,7,44,31,0,1,150,1,0,0,0,poorer
5,0,9,51,36,0,1,150,1,0,0,0,middle
3,0,10,33,17,0,0,150,1,0,0,0,richer
4,0,10,32,16,0,1,150,0,0,1,0,middle
3,0,6,22,10,0,1,150,1,0,0,0,poorest
2,24,10,25,9,0,0,150,0,1,0,0,richer
6,26,5,52,41,0,0,150,0,1,0,1,richest
3,0,0,41,35,0,0,150,0,0,1,0,richer
4,30,12,33,15,0,0,150,1,0,0,0,richest
5,31,8,40,26,0,0,150,0,1,0,0,richest
4,0,9,18,3,0,0,150,0,0,1,0,richer
6,13,0,43,37,0,0,150,0,1,0,1,richest
4,0,10,31,15,0,0,150,1,0,0,0,middle
5,23,14,38,18,0,0,150,1,0,0,0,richest
6,0,9,20,5,0,0,150,0,0,0,0,richer
4,0,0,30,24,0,0,150,0,0,1,0,middle
5,0,13,42,23,0,0,150,1,0,0,0,richest
5,0,10,50,34,0,0,150,1,0,0,0,richer
2,21,14,28,8,0,0,150,1,0,0,0,richest
5,0,10,23,7,0,1,150,0,1,0,0,middle
4,30,6,50,38,0,0,150,0,1,0,0,richer
4,0,8,16,2,0,1,150,0,0,1,0,poorest
2,19,9,21,6,0,0,150,1,0,0,0,richest
5,0,10,25,9,0,1,150,1,0,0,0,poorer
4,20,8,28,14,0,0,150,0,0,1,0,richer
5,0,8,46,32,0,1,150,0,1,0,0,poorer
7,22,7,27,14,0,0,150,1,0,0,0,richest
3,20,14,28,8,0,0,150,1,0,0,0,richer
3,0,8,35,21,0,1,150,1,0,0,0,poorest
7,0,8,27,13,0,1,150,0,1,0,0,poorer
3,0,10,28,12,0,0,150,1,0,0,0,richest
6,0,10,37,21,0,1,150,1,0,0,0,poorer
4,0,15,32,11,0,1,150,1,0,0,0,richest
2,24,10,34,18,0,0,150,1,0,0,0,richest
4,0,15,23,2,0,0,150,1,0,0,0,richer
5,21,8,40,26,0,0,150,0,1,0,0,richer
6,28,10,33,17,0,0,150,1,0,0,0,richer
