"","age","spotify_plays_day","marital_status","gender","genre","years_since_last_hit","revenue"
"1907",36,10,"player","Male","pop",30,408180
"1908",42,10,"player","Male","EDM",41,285146
"1909",41,13,"boring","Male","hiphop",15,887843
"1910",47,9,"player","Female","pop",43,150606
"1911",75,16,"player","Male","pop",65,60466
"1912",26,9,"boring","Female","pop",9,192453
"1913",27,10,"player","Male","pop",17,348795
"1914",28,10,"single","Male","pop",18,797591
"1915",22,10,"single","Male","pop",19,367115
"1916",53,10,"player","Female","EDM",26,195538
"1917",53,10,"player","Male","pop",35,120836
"1918",25,10,"single","Female","pop",22,254887
"1919",55,13,"player","Male","pop",39,365512
"1920",22,9,"single","Female","pop",10,205236
"1921",27,13,"single","Male","pop",25,257375
"1922",21,10,"single","Male","pop",15,771529
"1923",57,15,"player","Male","EDM",45,292002
"1924",44,13,"single","Male","pop",31,298250
"1925",43,9,"single","Male","pop",38,193142
"1926",18,8,"single","Female","pop",16,255690
"1927",20,9,"single","Male","hiphop",11,719138
"1928",32,13,"single","Male","pop",12,230060
"1929",55,9,"single","Male","pop",39,108257
"1930",50,9,"single","Male","pop",23,127676
"1931",36,6,"single","Male","pop",34,145792
"1932",55,9,"player","Male","pop",43,326270
"1933",44,13,"player","Male","pop",19,209774
"1934",36,10,"boring","Female","pop",30,268414
"1935",26,10,"boring","Female","pop",10,162803
"1936",39,11,"boring","Female","pop",33,281945
"1937",57,5,"boring","Male","hiphop",49,94830
"1938",38,10,"single","Female","pop",28,647243
"1939",33,3,"player","Male","pop",11,524934
"1940",44,10,"player","Male","pop",28,316754
"1941",36,9,"player","Male","pop",14,274063
"1942",36,10,"player","Female","pop",27,115552
"1943",40,9,"single","Female","pop",12,215180
"1944",19,9,"single","Female","pop",18,332869
"1945",57,9,"player","Male","pop",34,233650
"1946",34,13,"player","Male","pop",22,177970
"1947",63,9,"boring","Female","pop",27,442043
"1948",35,10,"boring","Female","pop",31,192695
"1949",46,14,"player","Male","pop",42,215973
"1950",33,11,"player","Male","pop",13,385211
"1951",43,11,"boring","Female","pop",28,353287
"1952",65,10,"player","Male","pop",26,233605
"1953",50,9,"player","Male","pop",40,193171
"1954",23,9,"player","Male","pop",18,183676
"1955",32,10,"single","Male","mumblerock",16,390824
"1956",22,9,"single","Female","hiphop",16,356808
"1957",33,9,"player","Male","pop",18,606664
"1958",19,10,"single","Male","pop",6,579052
"1959",28,10,"boring","Male","pop",19,915805
"1960",33,13,"player","Female","pop",28,674643
"1961",64,9,"boring","Female","pop",37,313223
"1962",51,9,"player","Male","pop",49,68026
"1963",39,14,"player","Male","pop",26,317580
"1964",36,10,"boring","Female","pop",16,168103
"1965",31,4,"player","Male","pop",9,706175
"1966",34,10,"player","Male","pop",16,347166
"1967",22,6,"single","Male","pop",10,822428
"1968",52,2,"boring","Male","hiphop",24,139200
"1969",20,9,"single","Female","pop",10,276042
"1970",52,13,"player","Male","pop",45,130516
"1971",26,13,"single","Female","pop",21,591739
"1972",21,10,"single","Male","hiphop",17,229605
"1973",51,9,"player","Male","pop",25,1010259
"1974",40,10,"player","Male","pop",32,593907
"1975",63,11,"boring","Female","pop",29,123577
"1976",46,11,"player","Male","pop",38,349004
"1977",21,12,"single","Male","pop",13,377503
"1978",62,9,"single","Male","pop",20,470560
"1979",60,9,"boring","Male","pop",50,136325
"1980",33,5,"player","Male","pop",28,283385
"1981",27,9,"player","Male","pop",16,419055
"1982",36,10,"boring","Female","pop",18,411518
"1983",25,4,"player","Male","pop",8,410423
"1984",38,6,"boring","Female","pop",35,119884
"1985",31,4,"player","Male","pop",10,177642
"1986",23,10,"single","Female","pop",19,61345
"1987",40,9,"player","Male","pop",27,65761
"1988",23,13,"single","Female","pop",14,227175
"1989",17,6,"single","Male","pop",14,158404
"1990",38,13,"boring","Male","pop",25,387043
"1991",28,7,"player","Male","pop",18,209655
"1992",46,10,"boring","Female","pop",26,327086
"1993",25,10,"single","Female","pop",12,310111
"1994",56,5,"boring","Male","pop",45,124315
"1995",70,10,"single","Male","pop",59,65846
"1996",55,11,"player","Female","pop",48,113452
"1997",17,7,"single","Male","hiphop",9,788720
"1998",40,9,"player","Female","pop",24,380474
"1999",35,11,"player","Male","pop",28,271261
"2000",38,9,"player","Male","pop",33,128583
"2001",29,6,"player","Male","pop",28,181426
"2002",41,9,"player","Male","pop",17,279232
"2003",28,11,"player","Male","pop",26,679452
"2004",29,9,"single","Male","hiphop",11,232829
"2005",37,9,"player","Male","pop",13,844686
"2006",33,9,"single","Female","hiphop",18,525414
"2007",37,10,"boring","Female","mumblerock",17,324601
"2008",23,9,"single","Female","pop",22,445291
"2009",30,9,"boring","Female","pop",18,499592
"2010",23,11,"single","Female","pop",12,255654
"2011",19,10,"single","Male","pop",12,364942
"2012",25,12,"single","Female","pop",20,120345
"2013",32,9,"boring","Female","pop",31,218470
"2014",46,13,"player","Male","pop",44,211845
"2015",60,9,"player","Female","pop",24,372635
"2016",20,10,"single","Female","pop",19,155343
"2017",19,10,"single","Female","pop",8,156181
"2018",34,10,"player","Female","pop",31,270709
"2019",44,10,"player","Male","pop",14,253399
"2020",21,10,"single","Male","pop",15,576619
"2021",55,3,"boring","Male","hiphop",24,186756
"2022",35,11,"player","Male","pop",32,240611
"2023",55,11,"player","Male","pop",46,145129
"2024",40,15,"boring","Female","hiphop",36,531153
"2025",45,11,"boring","Male","pop",33,499190
"2026",43,13,"player","Male","pop",30,136750
"2027",37,7,"player","Male","pop",17,248600
"2028",37,13,"player","Male","pop",34,262019
"2029",18,6,"single","Male","hiphop",12,218491
"2030",38,9,"single","Male","hiphop",35,133089
"2031",21,10,"single","Female","pop",17,127029
"2032",37,16,"player","Male","hiphop",17,441557
"2033",58,11,"player","Male","pop",36,198913
"2034",44,13,"boring","Female","pop",34,569788
"2035",37,9,"player","Male","pop",17,509867
"2036",57,4,"boring","Male","pop",47,144143
"2037",23,10,"boring","Female","pop",15,663190
"2038",47,10,"player","Male","pop",27,132002
"2039",46,12,"boring","Female","pop",45,245034
"2040",30,10,"boring","Female","hiphop",23,575529
"2041",31,9,"single","Female","hiphop",20,882820
"2042",37,10,"single","Female","hiphop",32,423147
"2043",39,13,"player","Male","EDM",38,137386
"2044",66,13,"player","Male","EDM",61,122918
"2045",22,10,"single","Female","pop",11,405781
"2046",25,9,"player","Male","pop",24,216546
"2047",44,13,"player","Male","pop",14,1728309
"2048",53,9,"boring","Male","pop",30,232359
"2049",44,8,"boring","Male","hiphop",15,202210
"2050",54,13,"boring","Female","pop",27,428117
"2051",37,13,"single","Male","pop",23,631471
"2052",21,9,"single","Male","pop",13,615986
"2053",28,9,"player","Male","pop",22,247389
"2054",32,10,"boring","Female","pop",23,231578
"2055",50,14,"player","Male","pop",44,131806
"2056",90,12,"player","Male","EDM",79,20804
"2057",40,10,"player","Male","pop",13,695793
"2058",39,13,"player","Male","pop",28,623873
"2059",28,11,"single","Female","EDM",15,180314
"2060",46,10,"player","Male","pop",22,297160
"2061",45,7,"player","Male","pop",15,190963
"2062",54,9,"player","Male","pop",29,194417
"2063",28,9,"boring","Male","pop",22,572957
"2064",47,13,"player","Male","pop",29,281360
"2065",49,16,"boring","Male","pop",22,280270
"2066",52,7,"boring","Male","pop",45,249589
"2067",49,10,"player","Male","pop",37,292657
"2068",53,7,"boring","Female","pop",47,191400
"2069",38,15,"single","Female","pop",19,256320
"2070",23,10,"single","Male","pop",10,553880
"2071",17,6,"single","Female","pop",7,472898
"2072",18,7,"single","Female","pop",6,599566
"2073",45,13,"boring","Female","pop",24,402727
"2074",59,13,"player","Male","pop",26,473152
"2075",23,11,"single","Female","pop",20,302822
"2076",46,13,"boring","Female","pop",36,250963
"2077",23,9,"single","Male","hiphop",10,295937
"2078",35,9,"player","Male","hiphop",29,160393
"2079",20,9,"single","Male","pop",6,603710
"2080",34,9,"player","Male","pop",26,206828
"2081",31,10,"player","Male","pop",23,313885
"2082",36,9,"single","Female","pop",26,260054
"2083",34,9,"boring","Female","pop",22,551743
"2084",48,9,"boring","Female","pop",43,117059
"2085",64,9,"player","Male","EDM",24,345986
"2086",31,14,"player","Male","pop",24,403768
"2087",68,12,"player","Male","pop",42,99445
"2088",23,9,"player","Male","pop",16,421484
"2089",21,10,"single","Female","pop",6,533420
"2090",18,8,"single","Male","pop",9,492028
"2091",23,9,"single","Male","pop",21,191265
"2092",31,13,"player","Male","pop",25,390763
"2093",18,10,"single","Male","pop",13,438280
"2094",23,13,"single","Male","pop",9,176912
"2095",48,9,"player","Male","pop",26,140789
"2096",49,7,"player","Female","pop",24,316201
"2097",21,9,"single","Female","pop",17,126078
"2098",39,14,"player","Male","pop",17,227415
"2099",28,9,"single","Male","pop",20,858390
"2100",25,13,"player","Female","hiphop",21,795973
"2101",30,9,"single","Male","pop",9,159629
"2102",66,6,"boring","Female","pop",35,293525
"2103",37,12,"player","Male","pop",22,345045
"2104",35,9,"player","Male","pop",28,163610
"2105",63,10,"player","Male","pop",52,84479
"2106",37,16,"player","Male","pop",14,672426
"2107",59,10,"player","Male","pop",51,82641
"2108",31,13,"single","Male","EDM",21,736414
"2109",50,9,"player","Male","pop",22,321517
"2110",46,3,"player","Male","pop",44,249899
"2111",26,10,"single","Male","pop",10,430975
"2112",72,9,"boring","Female","pop",34,301117
"2113",31,13,"player","Male","pop",19,268908
"2114",47,9,"player","Male","pop",15,380382
"2115",47,10,"player","Male","pop",19,296836
"2116",27,10,"player","Male","pop",16,303326
"2117",25,3,"single","Female","pop",24,367671
"2118",26,11,"single","Female","pop",13,357289
"2119",33,9,"player","Male","EDM",15,648103
"2120",26,10,"boring","Female","pop",10,369867
"2121",22,9,"single","Female","pop",10,221493
"2122",26,6,"player","Female","pop",8,331479
"2123",54,9,"boring","Female","pop",46,127470
"2124",24,13,"single","Male","pop",13,507796
"2125",19,10,"single","Male","pop",16,105811
"2126",30,13,"single","Male","pop",24,160856
"2127",35,10,"player","Male","pop",20,393914
"2128",67,10,"player","Male","pop",42,297356
"2129",52,13,"player","Male","pop",37,111864
"2130",52,8,"player","Male","pop",17,418591
"2131",38,9,"boring","Female","pop",34,282886
"2132",18,6,"single","Male","pop",16,296836
"2133",59,13,"player","Male","pop",36,258546
"2134",46,10,"player","Male","pop",28,351245
"2135",38,10,"boring","Female","pop",15,712376
"2136",54,10,"player","Female","pop",18,279013
"2137",52,13,"boring","Male","pop",23,522365
"2138",43,13,"boring","Male","pop",13,845651
"2139",24,9,"single","Male","pop",18,190163
"2140",41,12,"boring","Female","pop",29,413876
"2141",28,13,"player","Male","pop",10,795415
"2142",50,9,"boring","Male","pop",46,102396
"2143",30,9,"player","Male","pop",15,202713
"2144",19,5,"single","Male","pop",6,243778
"2145",35,16,"single","Female","mumblerock",26,722684
"2146",21,9,"single","Male","pop",12,155140
"2147",58,8,"player","Male","pop",34,160971
"2148",32,7,"player","Male","pop",10,356938
"2149",60,14,"player","Male","pop",39,167765
"2150",76,10,"boring","Female","pop",53,77967
"2151",49,10,"boring","Male","pop",29,338662
"2152",37,16,"player","Male","pop",23,575039
"2153",37,10,"player","Male","pop",13,385701
"2154",44,9,"player","Male","pop",29,354148
"2155",22,9,"single","Male","pop",15,619012
"2156",23,13,"single","Male","pop",19,335057
"2157",47,9,"player","Male","pop",17,206431
"2158",37,9,"player","Male","pop",25,183514
"2159",53,10,"single","Female","pop",48,232523
"2160",32,9,"player","Male","pop",23,387846
"2161",62,7,"boring","Female","hiphop",35,548289
"2162",23,11,"single","Female","hiphop",14,1117637
"2163",28,13,"single","Male","pop",17,330946
"2164",30,10,"player","Male","pop",27,304262
"2165",37,15,"player","Male","pop",18,226989
"2166",41,13,"player","Male","pop",16,400511
"2167",53,4,"player","Male","pop",52,117027
"2168",36,10,"boring","Male","pop",27,471745
"2169",21,9,"single","Male","pop",12,765355
"2170",39,9,"player","Female","EDM",33,275064
"2171",18,7,"single","Female","pop",8,300085
"2172",34,11,"single","Female","pop",12,228639
"2173",62,10,"player","Male","pop",38,189431
"2174",40,9,"player","Male","pop",37,192423
"2175",57,13,"single","Male","pop",43,112225
"2176",31,10,"boring","Male","pop",14,537194
"2177",30,13,"player","Female","pop",17,242171
"2178",41,11,"boring","Female","pop",24,321679
"2179",32,15,"player","Female","pop",28,418076
"2180",64,9,"boring","Female","pop",45,130619
"2181",49,12,"player","Male","pop",38,281445
"2182",29,7,"single","Female","pop",17,377652
"2183",37,10,"single","Male","pop",19,390204
"2184",32,11,"player","Female","pop",19,428073
"2185",40,5,"single","Female","hiphop",18,573411
"2186",18,7,"single","Male","hiphop",15,314157
"2187",29,10,"boring","Male","pop",22,396633
"2188",20,10,"single","Female","pop",11,182458
"2189",29,9,"player","Male","pop",11,295785
"2190",23,10,"single","Male","pop",20,1092321
"2191",60,10,"player","Male","pop",20,189884
"2192",45,9,"player","Male","pop",14,432449
"2193",24,10,"boring","Male","pop",22,276416
"2194",23,13,"single","Female","pop",15,607939
"2195",17,9,"single","Male","pop",10,311026
"2196",43,13,"player","Male","pop",15,352121
"2197",34,13,"player","Male","pop",20,344323
"2198",35,9,"player","Male","pop",30,411879
"2199",22,12,"single","Female","EDM",16,263354
"2200",34,9,"player","Male","pop",30,415982
"2201",51,6,"boring","Female","pop",23,420982
"2202",46,4,"player","Male","pop",23,161702
"2203",54,9,"player","Male","pop",51,145414
"2204",29,9,"boring","Female","pop",21,243319
"2205",42,9,"player","Male","pop",15,229893
"2206",54,4,"player","Male","pop",53,54917
"2207",40,13,"player","Male","pop",36,216214
"2208",52,10,"player","Male","pop",20,176458
"2209",30,13,"single","Male","pop",19,824433
"2210",19,9,"single","Female","pop",6,660161
"2211",64,9,"player","Male","pop",53,230695
"2212",63,4,"player","Male","pop",41,97955
"2213",45,13,"boring","Male","pop",27,173513
"2214",49,9,"boring","Female","hiphop",25,318630
"2215",52,13,"single","Male","pop",21,352048
"2216",31,13,"single","Male","pop",11,209804
"2217",36,11,"player","Female","pop",17,630849
"2218",46,10,"player","Male","pop",26,94815
"2219",19,6,"single","Male","pop",8,420410
"2220",21,10,"single","Female","pop",17,144634
"2221",81,6,"player","Male","pop",56,41124
"2222",23,13,"single","Male","pop",17,746649
"2223",19,10,"single","Female","pop",7,136332
"2224",41,13,"player","Male","pop",38,149778
"2225",60,12,"boring","Female","pop",41,231625
"2226",28,9,"single","Female","hiphop",18,356526
"2227",21,10,"single","Female","pop",10,375928
"2228",29,9,"boring","Female","pop",13,433475
"2229",62,13,"boring","Female","pop",23,182049
"2230",19,10,"single","Male","pop",17,292137
"2231",66,13,"player","Male","pop",36,167831
"2232",28,13,"single","Male","hiphop",17,639990
"2233",46,10,"player","Male","pop",20,260228
"2234",36,9,"player","Male","pop",26,102416
"2235",56,15,"player","Male","pop",37,135336
"2236",47,10,"player","Female","hiphop",31,189850
"2237",34,10,"player","Male","pop",20,409694
"2238",43,9,"player","Male","pop",22,267366
"2239",63,7,"player","Male","pop",25,211268
"2240",74,9,"player","Male","pop",36,150641
"2241",49,3,"boring","Female","EDM",31,110491
"2242",33,9,"boring","Female","pop",14,235838
"2243",42,8,"player","Male","hiphop",35,120534
"2244",67,14,"player","Male","pop",29,269862
"2245",34,9,"single","Male","hiphop",15,271347
"2246",43,10,"player","Male","pop",19,480784
"2247",35,9,"boring","Male","pop",20,499835
"2248",24,6,"single","Male","hiphop",16,524194
"2249",28,11,"single","Male","pop",24,1152097
"2250",18,10,"single","Female","pop",8,362898
"2251",53,5,"boring","Male","pop",29,95010
"2252",53,10,"single","Female","pop",43,110104
"2253",43,13,"boring","Female","pop",25,189175
"2254",54,9,"boring","Female","pop",17,347833
"2255",63,13,"player","Male","pop",57,43156
"2256",41,10,"player","Male","pop",13,1502287
"2257",25,10,"player","Male","pop",7,1017546
"2258",53,15,"player","Male","EDM",21,309835
"2259",58,12,"player","Male","pop",35,368504
"2260",22,10,"single","Male","hiphop",19,275755
"2261",27,13,"single","Male","pop",22,430628
"2262",36,13,"player","Male","pop",13,220707
"2263",47,9,"player","Male","pop",23,83006
"2264",21,10,"single","Male","hiphop",20,177422
"2265",55,11,"player","Male","pop",53,148858
"2266",33,9,"single","Male","pop",16,373225
"2267",24,9,"single","Male","pop",7,758965
"2268",46,9,"boring","Male","pop",43,96737
"2269",42,10,"single","Male","pop",19,591140
"2270",43,13,"player","Male","pop",41,346984
"2271",20,10,"single","Male","pop",14,323862
"2272",60,6,"player","Male","pop",26,323963
"2273",38,10,"player","Male","pop",18,317957
"2274",33,16,"player","Male","pop",18,554878
"2275",37,13,"player","Male","pop",15,416634
"2276",17,6,"single","Female","pop",9,235452
"2277",42,13,"player","Male","pop",24,259839
"2278",41,9,"boring","Male","pop",39,189117
"2279",25,13,"single","Male","pop",9,374013
"2280",55,11,"boring","Female","pop",36,428702
"2281",45,13,"player","Male","pop",33,157321
"2282",19,9,"single","Male","hiphop",12,556253
"2283",31,9,"single","Female","pop",12,282741
"2284",36,9,"boring","Male","pop",19,284665
"2285",45,9,"boring","Male","pop",20,393279
"2286",48,13,"boring","Male","pop",19,182946
"2287",40,10,"boring","Male","hiphop",34,135130
"2288",41,13,"boring","Female","pop",21,172789
"2289",46,16,"player","Male","pop",22,164438
"2290",24,9,"boring","Female","mumblerock",16,175889
"2291",28,9,"player","Male","pop",9,1215719
"2292",41,9,"boring","Female","hiphop",16,442127
"2293",28,10,"single","Male","pop",10,243372
"2294",23,9,"single","Male","pop",18,602974
"2295",54,16,"player","Male","pop",31,335992
"2296",46,14,"player","Male","pop",26,354797
"2297",55,13,"single","Female","pop",52,56330
"2298",18,9,"single","Female","pop",14,162613
"2299",28,10,"single","Female","hiphop",19,412292
"2300",40,13,"boring","Female","pop",38,112773
"2301",32,10,"boring","Male","pop",27,208741
"2302",32,13,"player","Male","pop",23,181241
"2303",53,9,"single","Male","pop",44,131495
"2304",56,9,"player","Male","pop",27,520464
"2305",27,9,"single","Male","pop",13,295571
"2306",43,13,"player","Male","pop",29,251393
"2307",37,10,"player","Male","pop",31,428342
"2308",76,9,"single","Female","pop",31,311434
"2309",36,6,"single","Female","pop",27,433254
"2310",59,16,"player","Male","pop",52,55510
"2311",48,7,"single","Male","pop",23,248257
"2312",36,9,"boring","Female","pop",13,177949
"2313",26,13,"single","Female","pop",13,284189
"2314",27,10,"boring","Female","hiphop",15,491106
"2315",64,14,"boring","Male","pop",53,135483
"2316",84,9,"boring","Female","pop",49,193227
"2317",35,13,"single","Male","pop",22,364951
"2318",61,9,"player","Male","pop",48,60883
"2319",25,9,"player","Male","pop",23,394082
"2320",48,12,"player","Male","pop",34,316556
"2321",41,9,"player","Female","pop",23,390234
"2322",57,5,"player","Male","pop",30,207135
"2323",35,10,"single","Male","hiphop",27,176548
"2324",37,13,"player","Male","pop",31,244395
"2325",35,13,"player","Female","pop",17,202648
"2326",25,9,"single","Male","pop",24,370848
"2327",50,10,"player","Male","pop",17,496260
"2328",50,9,"boring","Female","pop",36,171516
"2329",45,5,"player","Male","EDM",35,245990
"2330",42,9,"single","Female","pop",29,455267
"2331",26,9,"single","Male","pop",9,245063
"2332",58,13,"player","Male","pop",40,287641
"2333",49,10,"player","Male","pop",34,306712
"2334",23,10,"single","Female","pop",8,469822
"2335",49,9,"single","Female","pop",21,507395
"2336",29,14,"player","Male","pop",25,162992
"2337",66,6,"player","Male","pop",50,52213
"2338",30,13,"player","Male","pop",26,381442
"2339",31,11,"player","Male","pop",28,285752
"2340",30,10,"single","Female","hiphop",28,794385
"2341",23,10,"single","Male","pop",11,201930
"2342",31,9,"player","Male","pop",11,208538
"2343",58,9,"player","Male","pop",29,141088
"2344",54,9,"player","Male","pop",31,136027
"2345",33,9,"boring","Male","pop",23,223319
"2346",19,10,"single","Male","pop",11,375220
"2347",28,9,"boring","Male","mumblerock",8,509847
"2348",40,14,"player","Male","pop",18,251557
"2349",26,9,"boring","Female","pop",24,239381
"2350",46,10,"boring","Female","hiphop",21,489250
"2351",40,9,"player","Male","pop",21,808689
"2352",36,9,"player","Male","pop",20,928452
"2353",48,6,"player","Male","pop",24,281504
"2354",25,14,"player","Male","pop",7,430875
"2355",25,13,"single","Female","pop",21,655778
"2356",45,10,"player","Male","pop",26,121405
"2357",47,12,"single","Male","pop",40,195871
"2358",50,12,"player","Female","hiphop",41,211255
"2359",32,10,"player","Male","pop",13,841064
"2360",18,7,"single","Female","pop",7,134832
"2361",33,13,"player","Male","pop",10,704100
"2362",38,9,"boring","Male","pop",31,690670
"2363",31,9,"boring","Female","pop",26,141594
"2364",58,6,"player","Male","pop",47,79864
"2365",19,10,"single","Male","pop",6,172434
"2366",66,9,"boring","Female","pop",53,54166
"2367",55,9,"boring","Male","pop",35,162616
"2368",32,9,"single","Male","pop",22,180187
"2369",25,13,"single","Female","pop",23,583034
"2370",54,10,"boring","Female","pop",33,318225
"2371",22,9,"single","Male","pop",8,515156
"2372",18,9,"single","Female","pop",7,421672
"2373",35,10,"player","Male","pop",22,494299
"2374",47,9,"boring","Female","hiphop",44,331730
"2375",42,14,"player","Male","pop",16,948775
"2376",29,9,"boring","Male","EDM",28,508096
"2377",23,9,"player","Male","pop",12,212583
"2378",27,12,"single","Male","pop",10,447061
"2379",69,3,"player","Male","pop",25,236693
"2380",34,12,"boring","Male","pop",18,739971
"2381",23,9,"player","Male","hiphop",12,202170
"2382",59,9,"boring","Female","pop",29,226123
"2383",45,12,"single","Male","pop",19,240727
"2384",40,10,"player","Male","pop",14,234386
"2385",26,13,"single","Male","EDM",13,179588
"2386",61,10,"player","Female","pop",20,871547
"2387",51,10,"player","Female","pop",50,123563
"2388",45,13,"player","Female","pop",28,224022
"2389",53,9,"player","Male","pop",41,203090
"2390",32,6,"boring","Female","pop",30,187816
"2391",24,14,"single","Male","pop",16,499293
"2392",55,15,"player","Male","pop",32,150354
"2393",21,10,"player","Male","pop",19,189042
"2394",67,16,"player","Male","pop",61,68638
"2395",49,9,"player","Male","pop",33,198588
"2396",30,9,"player","Male","pop",23,643344
"2397",52,9,"boring","Female","pop",16,390063
"2398",54,13,"single","Male","pop",52,103250
"2399",47,9,"single","Female","pop",30,493970
"2400",58,9,"player","Male","pop",18,274297
"2401",29,9,"boring","Female","pop",22,446269
"2402",33,9,"boring","Male","pop",20,180797
"2403",26,13,"single","Female","pop",18,517972
"2404",30,10,"player","Male","pop",20,248071
"2405",59,9,"boring","Male","EDM",27,171246
"2406",49,14,"player","Male","pop",40,274801
"2407",45,14,"boring","Female","pop",41,154454
"2408",35,9,"player","Male","pop",27,103027
"2409",37,12,"single","Female","pop",33,234495
"2410",35,13,"single","Female","hiphop",23,452256
"2411",63,9,"player","Male","pop",20,251899
"2412",58,13,"boring","Male","pop",29,254939
"2413",44,14,"player","Male","pop",41,429208
"2414",48,9,"single","Female","hiphop",34,503444
"2415",27,9,"single","Male","pop",12,331768
"2416",41,10,"single","Male","pop",12,197458
"2417",53,9,"boring","Male","mumblerock",34,83139
"2418",42,9,"boring","Female","hiphop",21,327382
"2419",18,7,"single","Male","pop",16,640255
"2420",33,10,"player","Male","pop",26,823010
"2421",59,13,"player","Female","pop",24,382913
"2422",42,9,"player","Male","pop",40,566309
"2423",30,9,"single","Female","hiphop",26,482579
"2424",26,7,"single","Male","hiphop",19,212262
"2425",45,13,"player","Male","pop",31,152529
"2426",57,13,"boring","Male","pop",38,153616
"2427",26,13,"player","Female","pop",25,365785
"2428",19,10,"single","Female","pop",10,373227
"2429",29,12,"single","Female","EDM",28,172134
"2430",43,13,"player","Male","pop",17,619612
"2431",39,12,"single","Female","pop",20,290945
"2432",35,13,"player","Male","EDM",14,1219646
"2433",40,13,"player","Male","pop",18,268444
"2434",65,9,"boring","Female","pop",48,199644
"2435",37,14,"boring","Female","pop",24,316916
"2436",28,11,"boring","Female","pop",17,415274
"2437",17,7,"single","Female","pop",11,260069
"2438",28,2,"single","Male","pop",23,122324
"2439",36,9,"single","Male","pop",13,396049
"2440",31,13,"single","Female","pop",19,587194
"2441",44,10,"boring","Female","pop",33,137037
"2442",45,12,"boring","Male","pop",24,175754
"2443",31,9,"single","Male","pop",10,269409
"2444",53,9,"player","Male","mumblerock",30,176907
"2445",30,9,"player","Female","hiphop",16,470779
"2446",51,13,"player","Male","pop",16,462674
"2447",28,10,"player","Male","pop",8,565559
"2448",65,5,"player","Male","pop",30,272125
"2449",32,10,"single","Female","hiphop",15,221850
"2450",36,12,"player","Male","pop",26,264167
"2451",21,9,"player","Male","pop",6,517409
"2452",27,7,"boring","Male","pop",9,189910
"2453",23,10,"single","Male","pop",7,815705
"2454",35,5,"single","Male","hiphop",31,101544
"2455",26,9,"player","Male","pop",15,333041
"2456",47,14,"player","Male","pop",20,225399
"2457",30,9,"player","Male","mumblerock",10,225548
"2458",27,13,"single","Female","pop",15,347403
"2459",29,10,"single","Male","pop",21,428594
"2460",52,13,"boring","Female","pop",27,179132
"2461",59,10,"single","Female","pop",24,103929
"2462",50,9,"player","Male","pop",16,547086
"2463",65,5,"boring","Female","pop",53,259365
"2464",43,13,"player","Male","pop",13,503070
"2465",59,9,"boring","Male","pop",47,127541
"2466",30,13,"single","Female","pop",24,363868
"2467",51,10,"boring","Female","pop",20,409778
"2468",25,9,"single","Female","pop",19,343070
"2469",64,13,"player","Male","pop",31,346829
"2470",44,14,"boring","Female","pop",30,511248
"2471",40,9,"player","Male","pop",39,148988
"2472",43,14,"player","Male","pop",30,193645
"2473",31,14,"player","Male","pop",15,192523
"2474",50,9,"boring","Female","pop",45,235463
"2475",19,10,"single","Female","pop",11,330494
"2476",38,10,"player","Male","pop",29,91857
"2477",36,13,"boring","Male","pop",25,150543
"2478",52,10,"player","Female","EDM",43,216188
"2479",43,6,"player","Male","pop",42,96276
"2480",22,5,"boring","Female","pop",16,635503
"2481",63,6,"player","Male","pop",46,352639
"2482",19,10,"single","Male","pop",9,581792
"2483",53,15,"player","Male","EDM",44,138058
"2484",31,10,"single","Male","hiphop",9,631419
"2485",26,14,"single","Male","hiphop",24,397862
"2486",40,9,"player","Male","pop",22,282846
"2487",29,7,"boring","Male","pop",24,107681
"2488",41,12,"player","Male","pop",26,636672
"2489",33,10,"single","Female","pop",17,496195
"2490",38,9,"player","Male","hiphop",17,533726
"2491",50,14,"player","Male","pop",37,516178
"2492",56,8,"single","Male","pop",21,651447
"2493",31,9,"single","Male","pop",26,329734
"2494",33,13,"boring","Female","pop",28,481868
"2495",22,10,"player","Female","pop",20,167924
"2496",37,15,"player","Male","pop",26,622776
"2497",31,10,"single","Female","pop",10,308150
"2498",23,10,"single","Female","pop",20,545429
"2499",67,13,"player","Male","pop",58,74484
"2500",43,13,"single","Female","pop",38,309206
"2501",52,9,"player","Male","pop",30,225071
"2502",38,9,"single","Male","pop",35,140729
"2503",72,10,"boring","Female","pop",32,108154
"2504",62,16,"boring","Male","pop",43,473712
"2505",51,10,"boring","Female","pop",36,242519
"2506",52,13,"player","Male","pop",44,127464
"2507",24,7,"single","Male","pop",16,621172
"2508",22,9,"single","Female","pop",15,235977
"2509",54,9,"player","Male","pop",40,103221
"2510",31,9,"single","Female","pop",16,201860
"2511",18,9,"single","Female","pop",6,432746
"2512",19,9,"single","Female","hiphop",8,1097249
"2513",56,13,"player","Male","pop",38,109597
"2514",43,13,"player","Male","pop",41,115063
"2515",35,12,"player","Male","pop",24,648314
"2516",39,12,"single","Female","pop",26,323136
"2517",21,10,"single","Female","pop",20,157928
"2518",39,10,"player","Male","EDM",31,571679
"2519",31,7,"single","Male","pop",10,280335
"2520",34,13,"player","Male","pop",18,654987
"2521",78,14,"boring","Female","pop",30,249792
"2522",18,7,"single","Male","pop",6,184229
"2523",40,9,"player","Male","pop",38,233754
"2524",17,6,"single","Female","pop",7,284933
"2525",30,10,"player","Male","pop",29,102507
"2526",62,6,"player","Male","hiphop",28,167423
