"","hhincome","educ_wife_lvl","educ_husb_lvl","hours_housewk_husb","hours_housewk_wife","educ_wife_lvl_LessHS","educ_wife_lvl_SomeUN","educ_wife_lvl_UNIV","educ_husb_lvl_LessHS","educ_husb_lvl_SomeUN","educ_husb_lvl_UNIV","both_univ","both_hs"
"6548",108,"LessHS","LessHS",0,3.99,1,0,0,1,0,0,0,1
"6549",90,"LessHS","LessHS",0,2.07,1,0,0,1,0,0,0,1
"6550",127,"LessHS","LessHS",1.31,6.19,1,0,0,1,0,0,0,1
"6551",141,"SomeUN","LessHS",1.8,7.45,0,1,0,1,0,0,0,0
"6552",148,"SomeUN","SomeUN",1.13,8.54,0,1,0,0,1,0,0,0
"6553",111,"SomeUN","SomeUN",0,4.27,0,1,0,0,1,0,0,0
"6554",188,"UNIV","UNIV",8.53,14.66,0,0,1,0,0,1,1,0
"6555",124,"LessHS","SomeUN",2.54,6.18,1,0,0,0,1,0,0,0
"6556",172,"LessHS","SomeUN",6.51,12.33,1,0,0,0,1,0,0,0
"6557",115,"LessHS","LessHS",0,4.67,1,0,0,1,0,0,0,1
"6558",128,"LessHS","LessHS",0.87,6.43,1,0,0,1,0,0,0,1
"6559",134,"LessHS","LessHS",1.72,7.13,1,0,0,1,0,0,0,1
"6560",66,"LessHS","LessHS",0,0.12,1,0,0,1,0,0,0,1
"6561",113,"LessHS","LessHS",0,4.41,1,0,0,1,0,0,0,1
"6562",81,"LessHS","LessHS",0,1.69,1,0,0,1,0,0,0,1
"6563",163,"LessHS","SomeUN",5.27,10.62,1,0,0,0,1,0,0,0
"6564",124,"LessHS","LessHS",0,5.56,1,0,0,1,0,0,0,1
"6565",96,"LessHS","LessHS",3.4,3.92,1,0,0,1,0,0,0,1
"6566",133,"LessHS","LessHS",5.69,7.23,1,0,0,1,0,0,0,1
"6567",141,"LessHS","LessHS",2.61,7.59,1,0,0,1,0,0,0,1
"6568",186,"LessHS","UNIV",9.88,14.81,1,0,0,0,0,1,0,0
"6569",145,"LessHS","SomeUN",4.8,8.67,1,0,0,0,1,0,0,0
"6570",118,"LessHS","LessHS",3.95,5.62,1,0,0,1,0,0,0,1
"6571",187,"LessHS","UNIV",10.66,15.16,1,0,0,0,0,1,0,0
"6572",127,"UNIV","SomeUN",0.11,5.88,0,0,1,0,1,0,0,0
"6573",90,"SomeUN","LessHS",0,2.45,0,1,0,1,0,0,0,0
"6574",61,"LessHS","LessHS",0,1.1,1,0,0,1,0,0,0,1
"6575",114,"LessHS","LessHS",2.65,5.12,1,0,0,1,0,0,0,1
"6576",139,"UNIV","LessHS",3.25,7.31,0,0,1,1,0,0,0,0
"6577",114,"SomeUN","LessHS",0,4.21,0,1,0,1,0,0,0,0
"6578",116,"LessHS","LessHS",3.37,5.44,1,0,0,1,0,0,0,1
"6579",160,"LessHS","LessHS",7.33,11.1,1,0,0,1,0,0,0,1
"6580",187,"SomeUN","UNIV",9.15,14.84,0,1,0,0,0,1,0,0
"6581",146,"SomeUN","SomeUN",2.16,8.18,0,1,0,0,1,0,0,0
"6582",145,"UNIV","UNIV",2.19,8.31,0,0,1,0,0,1,1,0
"6583",166,"UNIV","SomeUN",4.99,10.9,0,0,1,0,1,0,0,0
"6584",164,"LessHS","UNIV",11.49,12.53,1,0,0,0,0,1,0,0
"6585",59,"LessHS","LessHS",0.53,1.55,1,0,0,1,0,0,0,1
"6586",120,"SomeUN","LessHS",0,5.18,0,1,0,1,0,0,0,0
"6587",152,"LessHS","LessHS",3.56,8.83,1,0,0,1,0,0,0,1
"6588",112,"LessHS","LessHS",0,4.32,1,0,0,1,0,0,0,1
"6589",83,"LessHS","SomeUN",3.15,3.69,1,0,0,0,1,0,0,0
"6590",73,"LessHS","LessHS",0.59,2.13,1,0,0,1,0,0,0,1
"6591",65,"LessHS","LessHS",0,0.9,1,0,0,1,0,0,0,1
"6592",79,"LessHS","LessHS",0,1.72,1,0,0,1,0,0,0,1
"6593",139,"LessHS","SomeUN",7.05,8.6,1,0,0,0,1,0,0,0
"6594",115,"LessHS","LessHS",0.91,4.53,1,0,0,1,0,0,0,1
"6595",131,"LessHS","LessHS",3.16,6.32,1,0,0,1,0,0,0,1
"6596",129,"SomeUN","UNIV",0.13,6.6,0,1,0,0,0,1,0,0
"6597",113,"LessHS","LessHS",4.77,5.87,1,0,0,1,0,0,0,1
"6598",179,"SomeUN","SomeUN",6.2,12.78,0,1,0,0,1,0,0,0
"6599",126,"LessHS","UNIV",2.47,6.93,1,0,0,0,0,1,0,0
"6600",139,"LessHS","LessHS",2.32,7.28,1,0,0,1,0,0,0,1
"6601",69,"LessHS","LessHS",0.66,1.65,1,0,0,1,0,0,0,1
"6602",94,"LessHS","LessHS",0,3.13,1,0,0,1,0,0,0,1
"6603",94,"LessHS","SomeUN",0,3.47,1,0,0,0,1,0,0,0
"6604",77,"LessHS","LessHS",0,1.8,1,0,0,1,0,0,0,1
"6605",188,"LessHS","SomeUN",8.53,14.69,1,0,0,0,1,0,0,0
"6606",100,"LessHS","LessHS",0,3.13,1,0,0,1,0,0,0,1
"6607",130,"LessHS","LessHS",4.38,7.31,1,0,0,1,0,0,0,1
"6608",103,"LessHS","LessHS",0,4.01,1,0,0,1,0,0,0,1
"6609",197,"LessHS","UNIV",12.29,16.65,1,0,0,0,0,1,0,0
"6610",195,"LessHS","SomeUN",9.29,15.97,1,0,0,0,1,0,0,0
"6611",94,"SomeUN","SomeUN",0,2.37,0,1,0,0,1,0,0,0
"6612",135,"SomeUN","SomeUN",0,6.99,0,1,0,0,1,0,0,0
"6613",139,"SomeUN","SomeUN",0.92,7.18,0,1,0,0,1,0,0,0
"6614",169,"SomeUN","SomeUN",5.02,11.5,0,1,0,0,1,0,0,0
"6615",95,"SomeUN","LessHS",0,2.92,0,1,0,1,0,0,0,0
"6616",197,"LessHS","UNIV",12.76,16.65,1,0,0,0,0,1,0,0
"6617",153,"LessHS","UNIV",4.52,9.95,1,0,0,0,0,1,0,0
"6618",129,"SomeUN","SomeUN",0.32,6.33,0,1,0,0,1,0,0,0
"6619",147,"SomeUN","UNIV",2.71,8.5,0,1,0,0,0,1,0,0
"6620",118,"LessHS","SomeUN",0.66,5.44,1,0,0,0,1,0,0,0
"6621",96,"LessHS","SomeUN",0,2.91,1,0,0,0,1,0,0,0
"6622",124,"LessHS","SomeUN",1.04,6.15,1,0,0,0,1,0,0,0
"6623",153,"LessHS","LessHS",5.15,9.18,1,0,0,1,0,0,0,1
"6624",182,"SomeUN","UNIV",6.41,13.61,0,1,0,0,0,1,0,0
"6625",89,"LessHS","LessHS",0,2.68,1,0,0,1,0,0,0,1
"6626",115,"SomeUN","LessHS",0.0300000000000002,4.61,0,1,0,1,0,0,0,0
"6627",172,"SomeUN","UNIV",6.08,12.54,0,1,0,0,0,1,0,0
"6628",111,"SomeUN","SomeUN",0,4.43,0,1,0,0,1,0,0,0
"6629",137,"SomeUN","SomeUN",0.35,7.25,0,1,0,0,1,0,0,0
"6630",121,"LessHS","LessHS",2.96,5.96,1,0,0,1,0,0,0,1
"6631",213,"UNIV","UNIV",16.03,19.73,0,0,1,0,0,1,1,0
"6632",183,"SomeUN","SomeUN",6.53,13.4,0,1,0,0,1,0,0,0
"6633",107,"LessHS","LessHS",0,3.73,1,0,0,1,0,0,0,1
"6634",128,"LessHS","SomeUN",4.77,7.22,1,0,0,0,1,0,0,0
"6635",116,"SomeUN","SomeUN",0,4.64,0,1,0,0,1,0,0,0
"6636",152,"LessHS","LessHS",3.18,9.09,1,0,0,1,0,0,0,1
"6637",103,"LessHS","SomeUN",0,4.08,1,0,0,0,1,0,0,0
"6638",140,"LessHS","LessHS",3.84,7.93,1,0,0,1,0,0,0,1
"6639",125,"LessHS","SomeUN",0.26,5.87,1,0,0,0,1,0,0,0
"6640",75,"LessHS","LessHS",0,1.61,1,0,0,1,0,0,0,1
"6641",203,"LessHS","SomeUN",11.21,17.2,1,0,0,0,1,0,0,0
"6642",69,"LessHS","LessHS",0,0.97,1,0,0,1,0,0,0,1
"6643",141,"UNIV","UNIV",0.44,6.92,0,0,1,0,0,1,1,0
"6644",172,"LessHS","LessHS",5.25,11.68,1,0,0,1,0,0,0,1
"6645",160,"SomeUN","SomeUN",3.87,9.96,0,1,0,0,1,0,0,0
"6646",120,"SomeUN","SomeUN",0.04,5.17,0,1,0,0,1,0,0,0
"6647",145,"SomeUN","LessHS",3.61,7.76,0,1,0,1,0,0,0,0
"6648",145,"LessHS","LessHS",2.21,7.91,1,0,0,1,0,0,0,1
"6649",164,"LessHS","UNIV",5.98,11.09,1,0,0,0,0,1,0,0
"6650",106,"LessHS","SomeUN",0,4.35,1,0,0,0,1,0,0,0
"6651",101,"SomeUN","LessHS",0.69,3.95,0,1,0,1,0,0,0,0
"6652",129,"UNIV","SomeUN",0.77,6.07,0,0,1,0,1,0,0,0
"6653",177,"UNIV","SomeUN",7.01,12.45,0,0,1,0,1,0,0,0
"6654",124,"LessHS","LessHS",1.87,6.05,1,0,0,1,0,0,0,1
"6655",109,"LessHS","LessHS",0,4.27,1,0,0,1,0,0,0,1
"6656",126,"UNIV","SomeUN",1.66,6.18,0,0,1,0,1,0,0,0
"6657",163,"UNIV","SomeUN",4.85,10.61,0,0,1,0,1,0,0,0
"6658",185,"UNIV","UNIV",7.86,13.94,0,0,1,0,0,1,1,0
"6659",120,"UNIV","SomeUN",0,5.36,0,0,1,0,1,0,0,0
"6660",112,"LessHS","LessHS",0.13,4.08,1,0,0,1,0,0,0,1
"6661",194,"UNIV","SomeUN",9.11,15.31,0,0,1,0,1,0,0,0
"6662",156,"LessHS","UNIV",6.95,10.31,1,0,0,0,0,1,0,0
"6663",119,"LessHS","SomeUN",0.26,5.23,1,0,0,0,1,0,0,0
"6664",105,"LessHS","LessHS",0,4.21,1,0,0,1,0,0,0,1
"6665",157,"SomeUN","UNIV",3.3,9.86,0,1,0,0,0,1,0,0
"6666",130,"UNIV","UNIV",0,6.31,0,0,1,0,0,1,1,0
"6667",145,"SomeUN","LessHS",2.91,7.96,0,1,0,1,0,0,0,0
"6668",114,"LessHS","LessHS",0,4.65,1,0,0,1,0,0,0,1
"6669",165,"UNIV","UNIV",3.85,10.91,0,0,1,0,0,1,1,0
"6670",127,"UNIV","SomeUN",2.28,6.38,0,0,1,0,1,0,0,0
"6671",73,"LessHS","LessHS",0,0.87,1,0,0,1,0,0,0,1
"6672",180,"LessHS","SomeUN",7.94,13.2,1,0,0,0,1,0,0,0
"6673",159,"UNIV","UNIV",4.61,10.55,0,0,1,0,0,1,1,0
"6674",212,"UNIV","SomeUN",11.33,18.43,0,0,1,0,1,0,0,0
"6675",126,"UNIV","SomeUN",0,5.96,0,0,1,0,1,0,0,0
"6676",155,"LessHS","LessHS",5.14,9.84,1,0,0,1,0,0,0,1
"6677",166,"SomeUN","UNIV",4.98,11.44,0,1,0,0,0,1,0,0
"6678",133,"LessHS","LessHS",4.04,7.24,1,0,0,1,0,0,0,1
"6679",84,"LessHS","LessHS",0,2.12,1,0,0,1,0,0,0,1
"6680",102,"LessHS","LessHS",0,3.56,1,0,0,1,0,0,0,1
"6681",125,"LessHS","SomeUN",2.46,6.01,1,0,0,0,1,0,0,0
"6682",163,"LessHS","UNIV",9,11.81,1,0,0,0,0,1,0,0
"6683",121,"LessHS","LessHS",2.8,5.52,1,0,0,1,0,0,0,1
"6684",206,"UNIV","SomeUN",10.88,17.7,0,0,1,0,1,0,0,0
"6685",75,"LessHS","LessHS",2.54,2.53,1,0,0,1,0,0,0,1
"6686",78,"LessHS","LessHS",0,1.65,1,0,0,1,0,0,0,1
"6687",158,"SomeUN","SomeUN",3.96,9.58,0,1,0,0,1,0,0,0
"6688",168,"UNIV","LessHS",6.59,10.91,0,0,1,1,0,0,0,0
"6689",105,"LessHS","LessHS",0,3.97,1,0,0,1,0,0,0,1
"6690",166,"SomeUN","LessHS",4.62,11.04,0,1,0,1,0,0,0,0
"6691",57,"LessHS","LessHS",0,0.72,1,0,0,1,0,0,0,1
"6692",208,"SomeUN","UNIV",11.09,18.09,0,1,0,0,0,1,0,0
"6693",144,"LessHS","SomeUN",2.92,8.23,1,0,0,0,1,0,0,0
"6694",102,"LessHS","SomeUN",0.54,4.07,1,0,0,0,1,0,0,0
"6695",129,"SomeUN","UNIV",0.37,6.34,0,1,0,0,0,1,0,0
"6696",108,"LessHS","LessHS",4.39,5.11,1,0,0,1,0,0,0,1
"6697",138,"LessHS","SomeUN",2.32,7.7,1,0,0,0,1,0,0,0
"6698",109,"LessHS","UNIV",6.46,5.92,1,0,0,0,0,1,0,0
"6699",154,"LessHS","LessHS",4.63,9.21,1,0,0,1,0,0,0,1
"6700",68,"LessHS","LessHS",0,1.79,1,0,0,1,0,0,0,1
"6701",127,"UNIV","UNIV",0,5.53,0,0,1,0,0,1,1,0
"6702",143,"LessHS","LessHS",1.56,8.02,1,0,0,1,0,0,0,1
"6703",146,"UNIV","LessHS",4.76,8.26,0,0,1,1,0,0,0,0
"6704",148,"LessHS","LessHS",3.13,8.37,1,0,0,1,0,0,0,1
"6705",115,"LessHS","SomeUN",1.98,5.45,1,0,0,0,1,0,0,0
"6706",173,"SomeUN","LessHS",6.66,11.98,0,1,0,1,0,0,0,0
"6707",163,"SomeUN","UNIV",4.93,10.83,0,1,0,0,0,1,0,0
"6708",97,"LessHS","SomeUN",0,3.13,1,0,0,0,1,0,0,0
"6709",174,"LessHS","LessHS",6.92,12.43,1,0,0,1,0,0,0,1
"6710",126,"SomeUN","SomeUN",0.0899999999999999,5.74,0,1,0,0,1,0,0,0
"6711",130,"SomeUN","UNIV",1.84,7.1,0,1,0,0,0,1,0,0
"6712",118,"LessHS","LessHS",1.27,5.54,1,0,0,1,0,0,0,1
"6713",70,"LessHS","LessHS",0,1.67,1,0,0,1,0,0,0,1
"6714",133,"LessHS","LessHS",2.65,6.89,1,0,0,1,0,0,0,1
"6715",154,"LessHS","LessHS",6.21,9.74,1,0,0,1,0,0,0,1
"6716",182,"SomeUN","UNIV",6.3,13.57,0,1,0,0,0,1,0,0
"6717",192,"LessHS","UNIV",12.37,16.51,1,0,0,0,0,1,0,0
"6718",129,"SomeUN","UNIV",1.2,6.94,0,1,0,0,0,1,0,0
"6719",208,"SomeUN","SomeUN",10.69,18.45,0,1,0,0,1,0,0,0
"6720",195,"LessHS","UNIV",11.53,16.5,1,0,0,0,0,1,0,0
"6721",155,"LessHS","SomeUN",4.16,9.4,1,0,0,0,1,0,0,0
"6722",173,"LessHS","SomeUN",7.67,12.67,1,0,0,0,1,0,0,0
"6723",87,"LessHS","LessHS",0,2.13,1,0,0,1,0,0,0,1
"6724",147,"LessHS","SomeUN",3.48,8.97,1,0,0,0,1,0,0,0
"6725",79,"LessHS","LessHS",0,1.68,1,0,0,1,0,0,0,1
"6726",154,"LessHS","LessHS",3.97,9.49,1,0,0,1,0,0,0,1
"6727",171,"LessHS","SomeUN",7.11,11.78,1,0,0,0,1,0,0,0
"6728",160,"LessHS","LessHS",6.1,11.02,1,0,0,1,0,0,0,1
"6729",190,"UNIV","UNIV",10.17,14.93,0,0,1,0,0,1,1,0
"6730",137,"LessHS","LessHS",2.37,6.91,1,0,0,1,0,0,0,1
"6731",220,"SomeUN","UNIV",12.33,20.25,0,1,0,0,0,1,0,0
"6732",143,"SomeUN","SomeUN",1.37,7.92,0,1,0,0,1,0,0,0
"6733",126,"LessHS","LessHS",3.83,6.53,1,0,0,1,0,0,0,1
"6734",173,"SomeUN","SomeUN",5.68,11.87,0,1,0,0,1,0,0,0
"6735",137,"LessHS","LessHS",1.69,7,1,0,0,1,0,0,0,1
"6736",169,"UNIV","LessHS",7.24,11.56,0,0,1,1,0,0,0,0
"6737",147,"LessHS","LessHS",2.7,7.91,1,0,0,1,0,0,0,1
"6738",94,"LessHS","LessHS",0.78,3.49,1,0,0,1,0,0,0,1
"6739",154,"LessHS","UNIV",4.37,9.69,1,0,0,0,0,1,0,0
"6740",104,"LessHS","LessHS",0,3.89,1,0,0,1,0,0,0,1
"6741",151,"SomeUN","LessHS",4.07,8.65,0,1,0,1,0,0,0,0
"6742",120,"LessHS","LessHS",0.29,5.1,1,0,0,1,0,0,0,1
"6743",175,"LessHS","SomeUN",7.46,12.58,1,0,0,0,1,0,0,0
"6744",106,"LessHS","LessHS",2.13,4.55,1,0,0,1,0,0,0,1
"6745",154,"SomeUN","LessHS",4.02,8.72,0,1,0,1,0,0,0,0
"6746",120,"LessHS","LessHS",1.52,5.68,1,0,0,1,0,0,0,1
"6747",111,"LessHS","LessHS",0.79,4.62,1,0,0,1,0,0,0,1
"6748",113,"LessHS","LessHS",1.24,4.86,1,0,0,1,0,0,0,1
"6749",138,"UNIV","LessHS",3.05,7.45,0,0,1,1,0,0,0,0
"6750",92,"LessHS","SomeUN",0,3.13,1,0,0,0,1,0,0,0
"6751",107,"LessHS","LessHS",0,3.86,1,0,0,1,0,0,0,1
"6752",128,"LessHS","LessHS",0,5.71,1,0,0,1,0,0,0,1
"6753",163,"UNIV","UNIV",3.55,10.35,0,0,1,0,0,1,1,0
"6754",154,"LessHS","SomeUN",5.58,9.52,1,0,0,0,1,0,0,0
"6755",128,"LessHS","LessHS",0.43,5.61,1,0,0,1,0,0,0,1
"6756",151,"LessHS","LessHS",4.18,9.15,1,0,0,1,0,0,0,1
"6757",151,"LessHS","LessHS",2.24,8.86,1,0,0,1,0,0,0,1
"6758",68,"LessHS","LessHS",0,1.12,1,0,0,1,0,0,0,1
"6759",115,"LessHS","SomeUN",1.95,5.54,1,0,0,0,1,0,0,0
"6760",189,"UNIV","SomeUN",7.75,14.91,0,0,1,0,1,0,0,0
"6761",206,"SomeUN","UNIV",11.81,18.1,0,1,0,0,0,1,0,0
"6762",148,"SomeUN","SomeUN",2.17,8.01,0,1,0,0,1,0,0,0
"6763",101,"LessHS","LessHS",0.83,4.04,1,0,0,1,0,0,0,1
"6764",185,"LessHS","UNIV",8.58,14.63,1,0,0,0,0,1,0,0
"6765",123,"LessHS","SomeUN",3.45,6.89,1,0,0,0,1,0,0,0
"6766",158,"SomeUN","LessHS",3.92,9.99,0,1,0,1,0,0,0,0
"6767",172,"LessHS","SomeUN",8.33,12.91,1,0,0,0,1,0,0,0
"6768",199,"SomeUN","UNIV",9.48,16.73,0,1,0,0,0,1,0,0
"6769",158,"UNIV","SomeUN",3.37,10.01,0,0,1,0,1,0,0,0
"6770",169,"UNIV","SomeUN",4.39,11.36,0,0,1,0,1,0,0,0
"6771",135,"SomeUN","LessHS",1.64,6.78,0,1,0,1,0,0,0,0
"6772",86,"LessHS","SomeUN",0.58,3.2,1,0,0,0,1,0,0,0
"6773",171,"LessHS","UNIV",6.64,12.37,1,0,0,0,0,1,0,0
"6774",116,"LessHS","LessHS",1.78,4.9,1,0,0,1,0,0,0,1
"6775",105,"LessHS","LessHS",0,3.61,1,0,0,1,0,0,0,1
"6776",123,"LessHS","UNIV",1.67,6.39,1,0,0,0,0,1,0,0
"6777",176,"LessHS","SomeUN",6.49,12.33,1,0,0,0,1,0,0,0
"6778",88,"LessHS","LessHS",1.48,3.11,1,0,0,1,0,0,0,1
"6779",123,"LessHS","LessHS",0.52,5.13,1,0,0,1,0,0,0,1
"6780",199,"UNIV","SomeUN",11.09,16.85,0,0,1,0,1,0,0,0
"6781",191,"UNIV","SomeUN",7.93,14.57,0,0,1,0,1,0,0,0
"6782",103,"LessHS","SomeUN",0,3.86,1,0,0,0,1,0,0,0
"6783",163,"LessHS","SomeUN",7.8,10.82,1,0,0,0,1,0,0,0
"6784",59,"LessHS","LessHS",0,1.63,1,0,0,1,0,0,0,1
"6785",176,"SomeUN","SomeUN",5.48,12.65,0,1,0,0,1,0,0,0
"6786",184,"UNIV","SomeUN",8.03,14.07,0,0,1,0,1,0,0,0
"6787",209,"SomeUN","UNIV",11.14,18.78,0,1,0,0,0,1,0,0
"6788",126,"LessHS","LessHS",0,5.96,1,0,0,1,0,0,0,1
"6789",122,"LessHS","SomeUN",2.93,6.19,1,0,0,0,1,0,0,0
"6790",217,"UNIV","UNIV",10.92,19.62,0,0,1,0,0,1,1,0
"6791",105,"LessHS","LessHS",3.65,5.11,1,0,0,1,0,0,0,1
"6792",90,"LessHS","LessHS",0.83,3.06,1,0,0,1,0,0,0,1
"6793",176,"LessHS","UNIV",8.42,13.15,1,0,0,0,0,1,0,0
"6794",141,"LessHS","SomeUN",3.37,8.02,1,0,0,0,1,0,0,0
"6795",129,"LessHS","UNIV",2.52,7,1,0,0,0,0,1,0,0
"6796",98,"LessHS","LessHS",0,3.2,1,0,0,1,0,0,0,1
"6797",154,"LessHS","SomeUN",5.52,9.92,1,0,0,0,1,0,0,0
"6798",141,"SomeUN","LessHS",1.96,7.74,0,1,0,1,0,0,0,0
"6799",200,"UNIV","UNIV",10.06,16.43,0,0,1,0,0,1,1,0
"6800",122,"LessHS","LessHS",1.36,5.59,1,0,0,1,0,0,0,1
"6801",107,"LessHS","LessHS",5.1,5.08,1,0,0,1,0,0,0,1
"6802",172,"LessHS","LessHS",6.73,11.88,1,0,0,1,0,0,0,1
"6803",118,"LessHS","SomeUN",0,5.04,1,0,0,0,1,0,0,0
"6804",131,"LessHS","SomeUN",2.93,7.18,1,0,0,0,1,0,0,0
"6805",123,"LessHS","LessHS",0.89,5.94,1,0,0,1,0,0,0,1
"6806",142,"LessHS","SomeUN",1.8,7.73,1,0,0,0,1,0,0,0
"6807",86,"LessHS","SomeUN",0,2.59,1,0,0,0,1,0,0,0
"6808",117,"LessHS","UNIV",1.05,5.48,1,0,0,0,0,1,0,0
"6809",94,"LessHS","LessHS",0,2.96,1,0,0,1,0,0,0,1
"6810",162,"LessHS","LessHS",3.42,10.19,1,0,0,1,0,0,0,1
"6811",130,"SomeUN","SomeUN",0.65,6.44,0,1,0,0,1,0,0,0
"6812",116,"LessHS","LessHS",1.88,5.17,1,0,0,1,0,0,0,1
"6813",115,"LessHS","LessHS",0.43,4.69,1,0,0,1,0,0,0,1
"6814",120,"LessHS","LessHS",2.71,5.93,1,0,0,1,0,0,0,1
"6815",100,"LessHS","SomeUN",0,3.76,1,0,0,0,1,0,0,0
"6816",160,"UNIV","LessHS",6.56,10.1,0,0,1,1,0,0,0,0
"6817",122,"SomeUN","SomeUN",0,5.29,0,1,0,0,1,0,0,0
"6818",127,"LessHS","LessHS",4.1,6.39,1,0,0,1,0,0,0,1
"6819",182,"SomeUN","UNIV",7.54,13.61,0,1,0,0,0,1,0,0
"6820",154,"UNIV","SomeUN",2.88,9.2,0,0,1,0,1,0,0,0
"6821",77,"LessHS","LessHS",0,1.66,1,0,0,1,0,0,0,1
"6822",84,"LessHS","LessHS",0,2.36,1,0,0,1,0,0,0,1
"6823",210,"UNIV","SomeUN",10.86,18.35,0,0,1,0,1,0,0,0
"6824",118,"LessHS","LessHS",0.65,5.22,1,0,0,1,0,0,0,1
"6825",162,"SomeUN","SomeUN",4.46,10.43,0,1,0,0,1,0,0,0
"6826",98,"LessHS","LessHS",0,2.66,1,0,0,1,0,0,0,1
"6827",170,"LessHS","UNIV",6.67,12.22,1,0,0,0,0,1,0,0
"6828",159,"LessHS","UNIV",10.36,12.16,1,0,0,0,0,1,0,0
"6829",129,"SomeUN","LessHS",1.88,6.01,0,1,0,1,0,0,0,0
"6830",105,"LessHS","LessHS",0,4.38,1,0,0,1,0,0,0,1
"6831",148,"LessHS","SomeUN",7.93,9.77,1,0,0,0,1,0,0,0
"6832",133,"SomeUN","SomeUN",0.48,6.84,0,1,0,0,1,0,0,0
"6833",94,"SomeUN","LessHS",0.0199999999999996,2.85,0,1,0,1,0,0,0,0
"6834",69,"LessHS","LessHS",0,1.04,1,0,0,1,0,0,0,1
"6835",105,"UNIV","LessHS",1.98,3.79,0,0,1,1,0,0,0,0
"6836",101,"LessHS","LessHS",0,3.79,1,0,0,1,0,0,0,1
"6837",185,"SomeUN","UNIV",7.31,14.27,0,1,0,0,0,1,0,0
"6838",208,"SomeUN","SomeUN",10.62,18.22,0,1,0,0,1,0,0,0
"6839",169,"UNIV","SomeUN",5.48,11.15,0,0,1,0,1,0,0,0
"6840",160,"LessHS","SomeUN",5.82,10.86,1,0,0,0,1,0,0,0
"6841",168,"LessHS","LessHS",5.59,11.05,1,0,0,1,0,0,0,1
"6842",179,"UNIV","UNIV",5.73,12.79,0,0,1,0,0,1,1,0
"6843",183,"LessHS","UNIV",8.48,14.45,1,0,0,0,0,1,0,0
"6844",129,"LessHS","LessHS",1.17,6.59,1,0,0,1,0,0,0,1
"6845",135,"LessHS","LessHS",2.86,7,1,0,0,1,0,0,0,1
"6846",165,"LessHS","SomeUN",6.02,11.52,1,0,0,0,1,0,0,0
"6847",133,"SomeUN","SomeUN",2.07,6.43,0,1,0,0,1,0,0,0
"6848",185,"UNIV","SomeUN",8.54,13.63,0,0,1,0,1,0,0,0
"6849",139,"LessHS","LessHS",5.6,8.29,1,0,0,1,0,0,0,1
"6850",180,"SomeUN","SomeUN",5.51,13.36,0,1,0,0,1,0,0,0
"6851",98,"LessHS","SomeUN",0,3.56,1,0,0,0,1,0,0,0
"6852",128,"SomeUN","LessHS",2.49,6.09,0,1,0,1,0,0,0,0
"6853",171,"SomeUN","SomeUN",4.95,11.82,0,1,0,0,1,0,0,0
"6854",202,"UNIV","UNIV",11.81,16.76,0,0,1,0,0,1,1,0
"6855",172,"LessHS","SomeUN",6.67,12.54,1,0,0,0,1,0,0,0
"6856",193,"SomeUN","SomeUN",8.11,15.52,0,1,0,0,1,0,0,0
"6857",101,"LessHS","LessHS",0.04,3.64,1,0,0,1,0,0,0,1
"6858",148,"SomeUN","UNIV",2.84,9.07,0,1,0,0,0,1,0,0
"6859",134,"LessHS","LessHS",3.35,7.02,1,0,0,1,0,0,0,1
"6860",111,"LessHS","LessHS",4.46,5.78,1,0,0,1,0,0,0,1
"6861",137,"UNIV","LessHS",2.6,7,0,0,1,1,0,0,0,0
"6862",165,"LessHS","LessHS",5.04,10.89,1,0,0,1,0,0,0,1
"6863",151,"LessHS","LessHS",5.31,9.64,1,0,0,1,0,0,0,1
"6864",170,"UNIV","SomeUN",6.32,11.67,0,0,1,0,1,0,0,0
"6865",86,"LessHS","LessHS",0,2.18,1,0,0,1,0,0,0,1
"6866",218,"UNIV","UNIV",13.35,20.45,0,0,1,0,0,1,1,0
"6867",170,"SomeUN","UNIV",5.03,11.92,0,1,0,0,0,1,0,0
"6868",144,"SomeUN","SomeUN",1.94,8.08,0,1,0,0,1,0,0,0
"6869",130,"LessHS","LessHS",1.58,6.57,1,0,0,1,0,0,0,1
"6870",136,"LessHS","SomeUN",1.11,7.34,1,0,0,0,1,0,0,0
"6871",173,"LessHS","LessHS",7.55,12.18,1,0,0,1,0,0,0,1
"6872",150,"LessHS","LessHS",5.65,9.18,1,0,0,1,0,0,0,1
"6873",122,"LessHS","LessHS",1.06,5.32,1,0,0,1,0,0,0,1
"6874",96,"LessHS","SomeUN",0,2.81,1,0,0,0,1,0,0,0
"6875",105,"LessHS","LessHS",1.84,4.18,1,0,0,1,0,0,0,1
"6876",164,"LessHS","LessHS",4.46,10.57,1,0,0,1,0,0,0,1
"6877",126,"LessHS","SomeUN",2.18,6.12,1,0,0,0,1,0,0,0
"6878",188,"LessHS","UNIV",11.33,15.47,1,0,0,0,0,1,0,0
"6879",191,"UNIV","SomeUN",8.39,15.61,0,0,1,0,1,0,0,0
"6880",74,"LessHS","LessHS",0,0.89,1,0,0,1,0,0,0,1
"6881",141,"LessHS","LessHS",4.67,8.7,1,0,0,1,0,0,0,1
"6882",172,"LessHS","SomeUN",7.66,12.45,1,0,0,0,1,0,0,0
"6883",176,"UNIV","SomeUN",5.85,12.39,0,0,1,0,1,0,0,0
